A,B,C,G,,,,
74991,38682,51912,4,330.80,348.39,23.18,20.09
74991,37777,51912,4,330.80,348.39,25.11,20.20
74991,37777,51859,4,330.80,348.39,27.33,20.33
74991,37777,51859,4,330.80,348.39,27.93,20.36
70765,37777,51859,4,330.80,348.39,32.25,20.53
70765,37744,51859,4,330.80,348.39,35.34,20.63
70765,37744,52087,4,330.80,348.39,37.79,20.77
70765,37744,52087,4,330.80,348.39,38.15,20.79
74694,37744,52087,4,330.80,348.39,37.76,20.97
74694,37827,52087,4,330.80,348.39,37.19,21.08
74694,37827,50536,4,330.80,348.39,37.06,21.21
74694,37827,50536,4,341.53,346.98,36.97,21.24
68372,37827,50536,4,346.93,346.47,36.41,21.40
68372,37497,50536,4,346.90,339.82,35.13,21.51
68372,37497,51935,4,347.16,333.59,34.33,21.64
68372,37497,51935,4,345.96,325.07,34.19,21.67
67427,37497,51935,4,348.73,328.25,35.34,21.84
67427,37951,51935,4,342.56,325.85,33.40,21.94
67427,37951,50136,4,338.34,323.56,32.54,22.08
67427,37951,50136,4,337.93,320.15,32.43,22.10
75031,37951,50136,4,338.01,318.95,31.48,22.28
75031,38294,50136,4,339.30,316.25,30.71,22.39
75031,38294,51784,4,339.73,313.21,29.53,22.52
75031,38294,51784,4,339.02,311.88,29.29,22.55
75231,38294,51784,4,340.09,310.17,28.84,22.73
75231,38257,51784,4,340.81,309.63,28.69,22.84
75231,38257,51660,4,341.66,311.00,28.45,22.97
75231,38257,51660,4,341.69,311.60,28.40,23.00
75908,38257,51660,4,339.32,315.03,28.18,23.19
75908,38075,51660,4,339.75,316.51,28.01,23.29
75908,38075,51329,4,340.88,316.54,27.25,23.43
75908,38075,51329,4,340.69,316.57,27.09,23.45
74484,38075,51329,4,344.06,324.09,26.79,23.63
74484,38597,51329,4,345.91,327.91,26.81,23.74
74484,38597,51916,4,346.60,332.35,26.85,23.87
74484,38597,51916,4,347.01,332.77,26.86,23.90
70875,38597,51916,4,347.70,332.59,27.31,24.07
70875,38801,51916,4,347.90,331.72,27.53,24.18
70875,38801,51171,4,347.39,331.61,27.76,24.32
70875,38801,51171,4,347.83,332.30,27.82,24.34
67638,38801,51171,4,347.29,331.57,28.08,24.51
67638,38787,51171,4,347.40,330.67,28.71,24.62
67638,38787,51573,4,347.33,331.57,29.61,24.75
67638,38787,51573,4,348.22,332.32,29.79,24.78
67575,38787,51573,4,348.99,331.93,29.94,24.94
67575,38809,51573,4,349.24,332.37,29.89,25.05
67575,38809,51212,4,350.55,333.07,30.02,25.19
67575,38809,51212,4,350.62,333.87,30.05,25.21
67168,38809,51212,4,350.41,332.71,30.98,25.38
67168,38897,51212,4,351.13,333.70,30.99,25.49
67168,38897,52005,4,350.69,335.47,30.91,25.62
67168,38897,52005,4,350.46,335.91,30.94,25.65
67518,38897,52005,4,351.27,336.78,31.22,25.81
67518,38692,52005,4,350.45,337.68,31.16,25.92
67518,38692,51150,4,350.79,337.98,31.13,26.05
67518,38692,51150,4,350.37,337.62,31.14,26.08
66786,38692,51150,4,351.06,338.23,31.44,26.25
66786,38946,51150,4,351.64,337.78,31.52,26.35
66786,38946,51322,4,350.85,338.00,31.16,26.49
66786,38946,51322,4,350.50,338.35,31.10,26.51
67569,38946,51322,4,349.01,339.60,31.02,26.68
67569,38827,51322,4,349.05,338.26,31.18,26.79
67569,38827,51071,4,349.87,338.29,30.90,26.92
67569,38827,51071,4,350.10,338.43,30.85,26.95
68357,38827,51071,4,350.15,335.68,30.04,27.12
68357,39002,51071,4,349.58,334.57,29.72,27.23
68357,39002,51512,4,349.81,333.03,29.21,27.36
68357,39002,51512,4,350.19,333.02,29.06,27.39
74413,39002,51512,4,348.32,332.65,27.02,27.57
74413,39116,51512,4,346.25,332.00,26.21,27.68
74413,39116,51378,4,346.57,330.31,25.83,27.81
74413,39116,51378,4,346.52,330.68,25.77,27.84
75270,39116,51378,4,346.42,329.05,25.90,28.02
75270,38733,51378,4,346.86,327.94,25.90,28.13
75270,38733,51349,4,344.79,328.07,26.31,28.26
75270,38733,51349,4,344.86,328.23,26.42,28.29
68997,38733,51349,4,344.09,327.64,27.05,28.46
68997,38546,51349,4,344.33,327.01,27.63,28.56
68997,38546,51844,4,344.70,326.43,28.42,28.70
68997,38546,51844,4,345.02,326.18,28.61,28.72
69071,38546,51844,4,347.49,323.73,29.07,28.89
69071,38441,51844,4,347.22,321.06,29.38,29.00
69071,38441,51885,4,346.89,321.31,29.94,29.14
69071,38441,51885,4,346.70,321.43,30.05,29.16
70020,38441,51885,4,346.21,322.13,30.89,29.33
70020,38383,51885,4,346.62,322.50,31.29,29.44
70020,38383,52016,4,347.51,323.84,31.64,29.58
70020,38383,52016,4,348.17,323.78,31.67,29.60
70196,38383,52016,4,348.83,323.44,31.67,29.77
70196,38412,52016,4,348.32,322.84,31.97,29.88
70196,38412,51398,4,347.97,322.73,32.30,30.02
70196,38412,51398,4,347.98,322.52,32.38,30.04
69115,38412,51398,4,349.17,322.36,32.55,30.21
69115,38330,51398,4,348.89,322.49,32.59,30.32
69115,38330,51820,4,348.33,321.82,32.94,30.45
69115,38330,51820,4,348.25,321.59,33.00,30.48
70583,38330,51820,4,348.34,320.93,33.42,30.65
70583,38116,51820,4,348.71,320.70,33.57,30.76
70583,38116,51758,4,348.78,320.78,33.41,30.89
70583,38116,51758,4,348.74,320.71,33.39,30.92
71158,38116,51758,4,349.33,319.51,33.48,31.09
71158,38197,51758,4,348.77,319.60,33.56,31.20
71158,38197,51114,4,348.11,319.99,33.76,31.33
71158,38197,51114,4,348.24,319.96,33.79,31.36
70449,38197,51114,4,347.21,320.55,34.03,31.53
70449,38425,51114,4,347.30,320.42,33.98,31.64
70449,38425,51219,4,346.77,319.96,33.93,31.77
70449,38425,51219,4,347.05,319.92,33.89,31.80
71087,38425,51219,4,347.53,319.43,33.93,31.97
71087,38298,51219,4,347.37,318.83,33.69,32.08
71087,38298,51264,4,347.79,318.83,33.72,32.21
71087,38298,51264,4,347.74,318.93,33.72,32.24
69624,38298,51264,4,347.41,319.01,33.75,32.41
69624,38265,51264,4,348.28,319.17,33.80,32.52
69624,38265,51506,4,347.95,319.15,33.80,32.65
69624,38265,51506,4,347.83,319.02,33.80,32.68
69653,38265,51506,4,347.94,317.16,34.07,32.85
69653,38414,51506,4,347.75,317.77,34.12,32.96
69653,38414,51452,4,347.76,318.27,34.18,33.09
69653,38414,51452,4,347.94,318.61,34.19,33.12
71759,38414,51452,4,347.87,318.49,34.05,33.29
71759,38321,51452,4,348.45,318.30,34.12,33.40
71759,38321,51065,4,348.73,318.67,34.24,33.53
71759,38321,51065,4,348.67,318.45,34.27,33.56
70351,38321,51065,4,348.78,318.45,34.31,33.73
70351,38335,51065,4,348.91,318.83,34.25,33.84
70351,38335,51297,4,348.36,318.53,34.43,33.97
70351,38335,51297,4,348.29,318.51,34.46,34.00
73316,38335,51297,4,348.31,318.76,34.56,34.18
73316,38449,51297,4,348.34,319.04,34.52,34.28
73316,38449,51503,4,348.18,319.75,34.56,34.42
73316,38449,51503,4,348.19,319.70,34.57,34.44
75893,38449,51503,4,347.71,319.36,34.66,34.63
75893,38321,51503,4,348.17,319.41,34.64,34.74
75893,38321,51650,4,347.85,319.38,34.74,34.87
75893,38321,51650,4,347.87,319.84,34.78,34.90
73984,38321,51650,4,347.92,319.84,34.73,35.08
73984,38469,51650,4,348.62,319.53,34.55,35.18
73984,38469,52024,4,347.87,319.17,34.76,35.32
73984,38469,52024,4,347.79,318.99,34.80,35.34
75319,38469,52024,4,348.54,318.84,34.81,35.53
75319,38245,52024,4,348.98,319.00,34.82,35.63
75319,38245,51779,4,348.60,318.93,34.89,35.77
75319,38245,51779,4,348.34,318.89,34.91,35.80
73919,38245,51779,4,347.53,319.52,35.35,35.97
73919,38393,51779,4,348.31,318.97,35.38,36.08
73919,38393,51538,4,347.88,318.68,35.49,36.22
73919,38393,51538,4,347.78,318.74,35.53,36.24
75901,38393,51538,4,349.45,318.56,35.14,36.43
75901,38398,51538,4,348.10,318.19,35.70,36.53
75901,38398,51595,4,347.83,318.14,35.85,36.67
75901,38398,51595,4,347.88,318.31,35.92,36.69
73982,38398,51595,4,347.73,317.68,35.90,36.87
73982,38521,51595,4,348.10,317.26,36.09,36.98
73982,38521,51421,4,347.72,314.42,36.38,37.11
73982,38521,51421,4,348.02,313.98,36.38,37.14
75905,38521,51421,4,347.76,310.37,35.88,37.32
75905,38479,51421,4,345.78,311.30,35.82,37.43
75905,38479,51577,4,345.02,312.79,35.80,37.57
75905,38479,51577,4,345.01,313.03,35.79,37.59
73924,38479,51577,4,345.08,313.89,35.97,37.77
73924,38514,51577,4,345.66,313.83,36.14,37.88
73924,38514,52069,4,345.82,314.20,36.27,38.01
73924,38514,52069,4,345.93,314.09,36.28,38.04
75262,38514,52069,4,346.68,314.19,36.20,38.22
75262,38373,52069,4,345.61,313.94,36.35,38.33
75262,38373,51676,4,345.17,313.79,36.23,38.46
75262,38373,51676,4,344.82,313.31,36.21,38.49
73964,38373,51676,4,344.43,313.85,36.41,38.67
73964,38535,51676,4,344.79,314.17,36.54,38.78
73964,38535,52055,4,345.14,314.38,36.57,38.91
73964,38535,52055,4,345.35,314.27,36.59,38.94
75199,38535,52055,4,345.65,314.00,36.64,39.12
75199,38665,52055,4,345.83,313.86,36.62,39.23
75199,38665,51474,4,346.07,314.24,36.66,39.36
75199,38665,51474,4,345.96,314.13,36.67,39.39
73874,38665,51474,4,346.24,314.36,36.72,39.57
73874,38623,51474,4,346.53,315.16,36.76,39.68
73874,38623,51985,4,346.88,315.36,36.75,39.81
73874,38623,51985,4,346.78,315.00,36.76,39.84
75162,38623,51985,4,346.67,316.83,36.78,40.02
75162,38646,51985,4,347.25,319.17,36.54,40.13
75162,38646,51470,4,346.51,320.58,35.58,40.26
75162,38646,51470,4,346.26,320.50,35.42,40.29
73860,38646,51470,4,345.22,322.68,35.33,40.47
73860,38514,51470,4,346.38,322.86,35.11,40.58
73860,38514,52109,4,347.49,323.68,34.18,40.71
73860,38514,52109,4,348.07,323.72,33.98,40.74
75202,38514,52109,4,347.43,323.15,31.30,40.92
75202,38478,52109,4,345.63,322.47,31.11,41.03
75202,38478,51656,4,345.71,322.60,31.67,41.16
75202,38478,51656,4,345.99,323.08,31.77,41.19
73898,38478,51656,4,345.61,321.51,31.62,41.37
73898,38476,51656,4,345.83,320.74,31.64,41.47
73898,38476,54044,4,344.95,321.31,31.84,41.61
73898,38476,54044,4,345.17,321.59,31.85,41.64
74561,38476,54044,4,345.32,322.18,29.63,41.82
74561,38613,54044,4,345.05,323.59,29.22,41.93
74561,38613,53078,4,344.84,325.70,29.46,42.07
74561,38613,53078,4,345.03,325.93,29.51,42.09
76223,38613,53078,4,345.31,323.86,30.05,42.28
76223,38712,53078,4,345.18,324.01,29.94,42.38
76223,38712,53671,4,345.51,324.22,29.57,42.52
76223,38712,53671,4,345.55,324.38,29.52,42.55
73512,38712,53671,4,346.17,325.12,29.70,42.73
73512,38558,53671,4,346.22,324.63,29.50,42.84
73512,38558,53921,4,345.86,325.65,29.41,42.97
73512,38558,53921,4,345.73,325.97,29.40,43.00
74877,38558,53921,4,344.97,328.03,29.04,43.18
74877,38484,53921,4,345.34,327.85,28.76,43.29
74877,38484,53770,4,345.03,328.11,28.55,43.43
74877,38484,53770,4,344.62,328.40,28.57,43.46
75132,38484,53770,4,344.99,325.93,28.65,43.64
75132,38312,53770,4,344.98,325.21,28.84,43.74
75132,38312,53061,4,344.31,325.78,29.26,43.88
75132,38312,53061,4,344.45,325.70,29.34,43.91
73379,38312,53061,4,345.01,325.56,29.50,44.09
73379,38327,53061,4,345.15,325.69,29.38,44.19
73379,38327,53555,4,344.36,325.16,29.63,44.33
73379,38327,53555,4,344.18,325.12,29.71,44.36
73901,38327,53555,4,345.44,325.05,29.86,44.54
73901,38495,53555,4,345.77,324.98,29.89,44.65
73901,38495,52404,4,346.14,325.30,29.83,44.78
73901,38495,52404,4,346.08,325.57,29.85,44.81
73119,38495,52404,4,345.33,325.70,29.93,44.99
73119,38303,52404,4,345.87,325.56,29.79,45.09
73119,38303,53050,4,346.20,325.69,29.93,45.23
73119,38303,53050,4,346.07,325.77,29.94,45.26
74374,38303,53050,4,346.73,325.79,29.84,45.44
74374,38209,53050,4,346.36,325.33,29.85,45.54
74374,38209,52506,4,346.20,325.92,29.87,45.68
74374,38209,52506,4,345.96,325.88,29.88,45.71
70746,38209,52506,4,345.56,326.12,29.96,45.88
70746,38201,52506,4,345.54,325.83,29.98,45.99
70746,38201,52632,4,344.93,325.57,30.11,46.12
70746,38201,52632,4,345.05,325.40,30.13,46.15
75715,38201,52632,4,344.74,325.07,30.23,46.33
75715,38540,52632,4,344.74,324.97,30.29,46.44
75715,38540,52899,4,345.08,325.14,30.48,46.58
75715,38540,52899,4,345.34,325.33,30.45,46.60
73074,38540,52899,4,346.32,326.41,30.18,46.78
73074,38308,52899,4,346.44,326.33,30.09,46.89
73074,38308,52184,4,346.14,326.92,30.19,47.02
73074,38308,52184,4,345.75,326.74,30.23,47.05
74745,38308,52184,4,344.05,326.67,30.31,47.23
74745,38223,52184,4,343.27,328.76,31.29,47.34
74745,38223,51964,4,345.43,330.20,31.09,47.47
74745,38223,51964,4,346.81,329.89,30.99,47.50
74359,38223,51964,4,347.82,332.92,29.06,47.68
74359,38505,51964,4,347.87,333.42,28.37,47.79
74359,38505,52162,4,347.91,334.44,28.31,47.92
74359,38505,52162,4,347.72,334.22,28.29,47.95
75167,38505,52162,4,347.83,333.85,28.37,48.13
75167,38647,52162,4,348.11,335.38,29.31,48.24
75167,38647,51344,4,349.69,337.81,30.20,48.37
75167,38647,51344,4,350.85,337.69,30.31,48.40
69387,38647,51344,4,352.35,334.78,29.73,48.57
69387,38801,51344,4,351.99,335.28,29.46,48.68
69387,38801,51950,4,351.95,336.27,29.16,48.81
69387,38801,51950,4,351.67,336.67,29.08,48.84
70395,38801,51950,4,349.91,338.17,29.39,49.01
70395,38777,51950,4,349.14,338.89,29.60,49.12
70395,38777,52105,4,348.80,339.63,30.09,49.25
70395,38777,52105,4,348.74,339.81,30.15,49.28
71490,38777,52105,4,349.90,337.87,30.62,49.45
71490,39316,52105,4,350.69,336.74,30.56,49.56
71490,39316,51853,4,351.19,336.72,30.59,49.70
71490,39316,51853,4,350.89,337.17,30.63,49.72
71271,39316,51853,4,350.89,337.05,31.00,49.90
71271,38780,51853,4,350.42,336.40,31.09,50.01
71271,38780,51311,4,350.96,337.79,31.17,50.14
71271,38780,51311,4,350.97,337.98,31.18,50.17
68615,38780,51311,4,350.81,338.83,31.15,50.34
68615,38745,51311,4,351.23,338.13,31.18,50.44
68615,38745,51908,4,351.04,337.79,31.51,50.58
68615,38745,51908,4,351.14,337.88,31.57,50.60
75216,38745,51908,4,347.98,338.44,31.09,50.79
75216,38761,51908,4,349.16,340.03,30.29,50.89
75216,38761,51774,4,349.07,340.03,28.58,51.03
75216,38761,51774,4,348.48,340.05,28.28,51.06
73491,38761,51774,4,348.90,340.13,29.26,51.23
73491,38968,51774,4,349.70,341.09,29.99,51.34
73491,38968,52412,4,350.97,339.20,30.14,51.48
73491,38968,52412,4,351.01,339.91,30.19,51.50
74957,38968,52412,4,351.71,339.07,30.83,51.69
74957,38868,52412,4,350.09,344.20,31.04,51.79
74957,38868,51619,4,355.15,340.31,30.29,51.93
74957,38868,51619,4,355.68,341.83,30.10,51.96
71878,38868,51619,4,356.06,340.71,29.34,52.13
71878,38872,51619,4,353.62,340.67,29.48,52.24
71878,38872,51612,4,351.95,340.80,29.18,52.37
71878,38872,51612,4,351.25,340.66,29.14,52.40
75853,38872,51612,4,347.61,341.65,28.75,52.58
75853,39345,51612,4,347.94,342.07,28.41,52.69
75853,39345,51404,4,347.50,342.19,28.60,52.83
75853,39345,51404,4,347.63,342.00,28.63,52.85
73849,39345,51404,4,346.79,342.02,28.49,53.03
73849,39169,51404,4,347.24,343.25,28.09,53.14
73849,39169,52197,4,347.78,345.35,28.79,53.28
73849,39169,52197,4,348.66,345.22,28.91,53.30
74989,39169,52197,4,348.39,340.63,27.66,53.48
74989,39282,52197,4,348.08,339.19,28.20,53.59
74989,39282,52094,4,349.19,341.35,29.07,53.73
74989,39282,52094,4,349.70,341.76,29.20,53.75
73497,39282,52094,4,350.17,340.49,28.32,53.93
73497,39254,52094,4,349.84,340.62,27.96,54.04
73497,39254,52038,4,349.75,341.65,27.79,54.18
73497,39254,52038,4,349.32,342.74,27.80,54.20
74472,39254,52038,4,348.69,343.44,28.32,54.38
74472,39202,52038,4,349.32,343.89,28.34,54.49
74472,39202,51328,4,349.66,342.99,28.41,54.63
74472,39202,51328,4,349.67,342.55,28.38,54.65
73531,39202,51328,4,350.36,342.72,28.58,54.83
73531,39226,51328,4,350.23,342.27,28.43,54.94
73531,39226,52878,4,349.46,342.53,28.64,55.08
73531,39226,52878,4,349.35,342.45,28.67,55.10
75207,39226,52878,4,349.34,342.68,29.08,55.29
75207,39629,52878,4,349.17,343.00,29.01,55.40
75207,39629,52075,4,349.34,342.69,28.81,55.53
75207,39629,52075,4,349.38,342.63,28.80,55.56
75211,39629,52075,4,349.99,341.87,28.63,55.74
75211,39358,52075,4,350.60,341.40,28.33,55.85
75211,39358,51511,4,350.15,341.22,28.25,55.98
75211,39358,51511,4,349.86,341.57,28.25,56.01
73835,39358,51511,4,349.52,344.03,29.22,56.19
73835,39391,51511,4,349.73,342.85,29.32,56.30
73835,39391,52482,4,348.18,343.32,29.78,56.43
73835,39391,52482,4,348.05,343.50,29.91,56.46
74488,39391,52482,4,348.56,343.16,30.01,56.64
74488,39305,52482,4,347.55,342.90,29.94,56.75
74488,39305,51028,4,347.97,342.94,29.83,56.88
74488,39305,51028,4,348.48,342.82,29.79,56.91
73746,39305,51028,4,348.69,342.47,29.79,57.09
73746,39239,51028,4,348.41,342.56,30.05,57.20
73746,39239,53034,4,348.98,342.52,30.03,57.34
73746,39239,53034,4,349.23,342.56,30.02,57.36
75241,39239,53034,4,349.39,341.94,29.71,57.54
75241,39679,53034,4,349.07,342.69,29.41,57.65
75241,39679,55442,4,349.58,342.02,29.28,57.80
75241,39679,55442,4,349.06,342.16,29.31,57.82
75602,39679,55442,4,349.54,343.20,30.11,58.01
75602,39781,55442,4,349.95,344.20,30.13,58.12
75602,39781,53827,4,349.22,346.25,29.52,58.25
75602,39781,53827,4,349.45,346.37,29.35,58.28
76129,39781,53827,4,348.61,343.71,28.57,58.47
76129,39138,53827,4,348.65,343.25,28.86,58.57
76129,39138,52033,4,349.13,342.82,29.27,58.71
76129,39138,52033,4,349.17,342.90,29.32,58.74
75074,39138,52033,4,349.70,340.90,29.35,58.92
75074,38970,52033,4,349.41,342.08,29.13,59.03
75074,38970,52196,4,349.83,339.88,29.13,59.16
75074,38970,52196,4,349.22,339.82,29.17,59.19
74056,38970,52196,4,348.28,343.03,29.44,59.37
74056,39023,52196,4,348.52,342.50,29.19,59.48
74056,39023,51695,4,347.91,342.50,28.92,59.61
74056,39023,51695,4,347.53,342.69,28.90,59.64
74704,39023,51695,4,347.61,344.27,29.49,59.82
74704,39151,51695,4,348.11,343.65,29.27,59.93
74704,39151,50945,4,347.31,343.81,29.18,60.06
74704,39151,50945,4,347.14,343.78,29.18,60.09
73305,39151,50945,4,346.58,344.59,29.06,60.26
73305,39004,50945,4,347.19,343.95,29.03,60.37
73305,39004,51456,4,347.91,343.93,29.31,60.51
73305,39004,51456,4,348.50,343.64,29.31,60.53
75159,39004,51456,4,349.99,341.87,29.30,60.72
75159,39305,51456,4,349.21,342.45,29.27,60.82
75159,39305,50823,4,348.65,342.65,29.54,60.96
75159,39305,50823,4,348.63,342.72,29.56,60.98
74056,39305,50823,4,348.17,341.86,29.85,61.16
74056,38862,50823,4,347.98,341.77,29.98,61.27
74056,38862,51589,4,348.12,341.72,30.05,61.41
74056,38862,51589,4,348.14,341.73,30.05,61.43
75112,38862,51589,4,348.41,340.91,30.28,61.61
75112,38803,51589,4,348.65,341.25,30.24,61.72
75112,38803,51270,4,348.52,341.68,30.13,61.86
75112,38803,51270,4,348.43,341.97,30.13,61.88
74133,38803,51270,4,347.91,342.56,29.86,62.06
74133,39281,51270,4,347.81,343.03,29.90,62.17
74133,39281,52423,4,347.88,342.67,30.11,62.31
74133,39281,52423,4,347.89,342.34,30.15,62.33
74602,39281,52423,4,348.37,342.36,30.18,62.51
74602,39032,52423,4,348.26,342.10,30.15,62.62
74602,39032,51020,4,348.39,341.52,30.20,62.76
74602,39032,51020,4,348.22,341.58,30.22,62.78
73303,39032,51020,4,349.39,340.64,30.42,62.96
73303,38948,51020,4,349.03,341.49,30.04,63.07
73303,38948,51534,4,348.56,341.54,29.87,63.20
73303,38948,51534,4,348.26,341.73,29.88,63.23
75073,38948,51534,4,349.12,341.04,29.74,63.41
75073,38844,51534,4,347.86,341.95,29.95,63.52
75073,38844,51515,4,348.61,340.30,30.75,63.65
75073,38844,51515,4,348.82,339.42,30.84,63.68
73877,38844,51515,4,348.34,343.52,30.32,63.86
73877,39098,51515,4,347.04,343.43,29.76,63.97
73877,39098,52629,4,347.12,343.56,29.63,64.10
73877,39098,52629,4,346.73,343.86,29.64,64.13
74570,39098,52629,4,347.85,341.36,30.48,64.31
74570,39160,52629,4,347.92,341.90,30.36,64.42
74570,39160,51059,4,347.75,342.25,30.09,64.55
74570,39160,51059,4,347.69,342.08,30.03,64.58
74008,39160,51059,4,348.36,341.89,30.78,64.76
74008,38995,51059,4,348.96,341.77,30.97,64.87
74008,38995,51829,4,348.66,342.67,31.04,65.00
74008,38995,51829,4,348.77,342.41,31.02,65.03
74721,38995,51829,4,348.42,343.60,30.88,65.21
74721,39015,51829,4,348.32,343.08,30.62,65.32
74721,39015,51081,4,348.41,342.62,30.70,65.45
74721,39015,51081,4,348.51,342.01,30.66,65.48
73246,39015,51081,4,347.28,342.56,30.46,65.66
73246,39222,51081,4,347.56,342.60,30.58,65.77
73246,39222,51205,4,347.75,340.45,30.63,65.90
73246,39222,51205,4,347.47,339.91,30.64,65.93
75076,39222,51205,4,347.64,341.00,30.99,66.11
75076,39281,51205,4,347.95,341.03,30.67,66.22
75076,39281,51805,4,347.65,342.37,30.59,66.35
75076,39281,51805,4,347.68,342.54,30.58,66.38
78173,39281,51805,4,348.92,343.65,29.81,66.57
78173,39377,51805,4,349.58,345.66,29.87,66.67
78173,39377,53520,4,350.20,343.47,30.42,66.81
78173,39377,53520,4,350.19,343.27,30.50,66.84
85370,39377,53520,4,351.94,344.68,30.83,67.04
85370,39911,53520,4,352.32,343.01,30.75,67.15
85370,39911,55011,4,353.72,342.61,30.67,67.29
85370,39911,55011,4,353.17,342.28,30.69,67.32
87289,39911,55011,4,351.50,342.60,30.93,67.53
87289,39659,55011,4,352.18,342.78,30.92,67.64
87289,39659,54054,4,351.73,341.90,30.94,67.78
87289,39659,54054,4,351.57,342.04,30.96,67.80
84409,39659,54054,4,350.28,341.42,31.01,68.00
84409,39533,54054,4,349.55,342.04,31.02,68.11
84409,39533,53822,4,349.17,342.68,31.16,68.25
84409,39533,53822,4,349.78,342.76,31.18,68.28
79635,39533,53822,4,349.08,342.95,30.89,68.47
79635,39310,53822,4,348.90,343.18,30.94,68.58
79635,39310,54980,4,349.74,343.62,30.92,68.72
79635,39310,54980,4,350.07,343.68,30.91,68.75
76614,39310,54980,4,350.77,343.25,30.69,68.93
76614,39283,54980,4,350.73,342.86,30.74,69.04
76614,39283,54432,4,350.87,343.39,30.78,69.18
76614,39283,54432,4,350.89,343.46,30.79,69.21
75591,39283,54432,4,350.88,343.84,30.77,69.39
75591,39465,54432,4,350.86,343.59,30.70,69.50
75591,39465,54109,4,351.29,343.42,30.88,69.64
75591,39465,54109,4,351.30,343.22,30.90,69.66
76463,39465,54109,4,351.43,343.31,30.84,69.85
76463,39239,54109,4,351.24,343.16,30.82,69.96
76463,39239,55068,4,350.39,343.13,30.70,70.10
76463,39239,55068,4,350.26,343.06,30.68,70.13
75023,39239,55068,4,350.17,343.19,30.71,70.31
75023,39043,55068,4,350.35,343.48,30.60,70.42
75023,39043,54348,4,350.05,343.50,30.35,70.56
75023,39043,54348,4,349.81,343.50,30.33,70.58
75352,39043,54348,4,349.92,343.83,30.49,70.77
75352,39177,54348,4,350.46,343.45,30.32,70.87
75352,39177,53959,4,350.46,342.87,30.69,71.01
75352,39177,53959,4,350.43,342.76,30.72,71.04
74758,39177,53959,4,350.19,343.34,30.55,71.22
74758,39134,53959,4,349.36,343.88,30.66,71.33
74758,39134,53758,4,349.66,343.57,30.65,71.47
74758,39134,53758,4,349.61,343.44,30.64,71.49
76002,39134,53758,4,350.04,343.31,30.59,71.68
76002,38941,53758,4,350.17,343.33,30.55,71.79
76002,38941,52026,4,349.56,343.14,30.46,71.92
76002,38941,52026,4,349.52,343.16,30.44,71.95
