"A","B","C","G","","","","","",""
"68694","59198","32994","4","347.44","9.46","54.25","103.27","",""
"68694","59198","33060","4","347.45","9.65","54.35","103.36","",""
"68694","59198","33060","4","347.42","9.68","54.39","103.39","",""
"68606","59198","33060","4","348.20","9.45","54.82","103.56","",""
"68606","59222","33060","4","347.97","9.65","54.98","103.70","",""
"68606","59222","33006","4","347.86","10.06","55.01","103.80","",""
"68606","59222","33006","4","347.86","10.06","55.02","103.83","",""
"68612","59222","33006","4","347.72","10.32","54.99","103.99","",""
"68612","59191","33006","4","347.98","10.15","55.14","104.14","",""
"68612","59191","32917","4","347.77","10.06","55.22","104.24","",""
"68612","59191","32917","4","347.77","10.05","55.24","104.27","",""
"68658","59191","32917","4","348.10","9.94","55.49","104.43","",""
"68658","59235","32917","4","348.38","9.98","55.62","104.58","",""
"68658","59235","32998","4","348.42","9.94","55.71","104.68","",""
"68658","59235","32998","4","348.22","10.02","55.71","104.70","",""
"68671","59235","32998","4","348.80","9.69","56.15","104.87","",""
"68671","59169","32998","4","349.34","9.31","56.44","105.02","",""
"68671","59169","33291","4","348.93","9.73","56.26","105.12","",""
"68671","59169","33291","4","348.91","10.03","56.21","105.14","",""
"68287","59169","33291","4","349.17","9.72","56.60","105.31","",""
"68287","59272","33291","4","348.22","10.67","56.59","105.46","",""
"68287","59272","33142","4","347.80","11.02","56.44","105.56","",""
"68287","59272","33142","4","347.64","11.12","56.42","105.58","",""
"68432","59272","33142","4","348.11","10.72","56.71","105.75","",""
"68432","59160","33142","4","348.82","10.60","57.25","105.90","",""
"68432","59160","32870","4","348.90","10.40","57.50","106.00","",""
"68432","59160","32870","4","349.09","10.34","57.55","106.02","",""
"68756","59160","32870","4","348.77","10.47","57.83","106.19","",""
"68756","59172","32870","4","348.84","10.98","58.10","106.34","",""
"68756","59172","32498","4","348.90","10.12","58.22","106.43","",""
"68756","59172","32498","4","349.11","10.01","58.24","106.46","",""
"68505","59172","32498","4","348.10","10.54","58.24","106.63","",""
"68505","59262","32498","4","348.29","10.60","58.50","106.78","",""
"68505","59262","31897","4","348.28","10.45","58.63","106.87","",""
"68505","59262","31897","4","348.36","10.44","58.65","106.90","",""
"68937","59262","31897","4","348.83","10.28","58.75","107.07","",""
"68937","59961","31897","4","348.45","10.44","58.90","107.22","",""
"68937","59961","32006","4","348.50","10.71","59.01","107.31","",""
"68937","59961","32006","4","348.61","10.68","59.03","107.34","",""
"68820","59961","32006","4","348.37","10.99","59.07","107.51","",""
"68820","59980","32006","4","348.42","10.91","59.07","107.66","",""
"68820","59980","32007","4","348.51","10.79","59.19","107.75","",""
"68820","59980","32007","4","348.62","10.80","59.23","107.78","",""
"68814","59980","32007","4","348.59","10.98","59.33","107.94","",""
"68814","59971","32007","4","348.54","10.96","59.31","108.10","",""
"68814","59971","32550","4","348.27","10.92","59.44","108.19","",""
"68814","59971","32550","4","348.32","10.76","59.48","108.22","",""
"68984","59971","32550","4","348.06","11.08","59.51","108.39","",""
"68984","59254","32550","4","348.29","11.21","59.67","108.53","",""
"68984","59254","31999","4","347.87","11.07","59.74","108.63","",""
"68984","59254","31999","4","348.02","10.82","59.75","108.65","",""
"68828","59254","31999","4","348.19","10.68","60.08","108.82","",""
"68828","59949","31999","4","348.16","10.70","60.14","108.97","",""
"68828","59949","32337","4","348.23","10.53","60.25","109.07","",""
"68828","59949","32337","4","348.27","10.60","60.27","109.09","",""
"69210","59949","32337","4","348.66","10.25","60.42","109.26","",""
"69210","59246","32337","4","349.07","10.32","60.61","109.41","",""
"69210","59246","32530","4","348.86","10.46","60.68","109.51","",""
"69210","59246","32530","4","348.79","10.67","60.69","109.53","",""
"68997","59246","32530","4","349.04","10.33","60.95","109.70","",""
"68997","59235","32530","4","348.67","10.32","60.93","109.85","",""
"68997","59235","32614","4","348.79","10.26","61.08","109.95","",""
"68997","59235","32614","4","348.56","10.44","61.11","109.97","",""
"68911","59235","32614","4","348.50","11.01","61.13","110.14","",""
"68911","59247","32614","4","348.06","11.52","61.13","110.29","",""
"68911","59247","33034","4","348.09","11.63","61.18","110.39","",""
"68911","59247","33034","4","348.17","11.55","61.20","110.41","",""
"68497","59247","33034","4","348.22","11.61","61.31","110.58","",""
"68497","59232","33034","4","348.14","11.39","61.52","110.73","",""
"68497","59232","32641","4","348.23","11.09","61.65","110.83","",""
"68497","59232","32641","4","348.22","10.91","61.69","110.85","",""
"68889","59232","32641","4","347.12","12.12","61.55","111.02","",""
"68889","59246","32641","4","347.88","11.79","61.79","111.17","",""
"68889","59246","33077","4","348.01","11.72","61.62","111.27","",""
"68889","59246","33077","4","347.67","11.64","61.57","111.29","",""
"68474","59246","33077","4","348.14","11.61","61.80","111.46","",""
"68474","59227","33077","4","348.09","11.75","61.88","111.61","",""
"68474","59227","32529","4","348.41","11.77","62.04","111.70","",""
"68474","59227","32529","4","348.53","11.72","62.06","111.73","",""
"69013","59227","32529","4","348.23","11.41","62.33","111.90","",""
"69013","59247","32529","4","348.43","11.42","62.27","112.05","",""
"69013","59247","32562","4","346.85","11.71","62.60","112.14","",""
"69013","59247","32562","4","347.24","11.75","62.62","112.17","",""
"68994","59247","32562","4","347.71","11.21","62.44","112.34","",""
"68994","59234","32562","4","348.17","11.76","62.62","112.49","",""
"68994","59234","32605","4","348.04","11.85","62.64","112.58","",""
"68994","59234","32605","4","347.98","11.94","62.65","112.61","",""
"68963","59234","32605","4","348.11","11.97","62.91","112.78","",""
"68963","59235","32605","4","348.43","12.03","62.92","112.93","",""
"68963","59235","32423","4","348.49","11.94","63.05","113.02","",""
"68963","59235","32423","4","348.48","11.86","63.09","113.05","",""
"69155","59235","32423","4","347.96","12.24","63.36","113.22","",""
"69155","59253","32423","4","348.57","11.38","63.78","113.37","",""
"69155","59253","32655","4","348.87","11.61","63.87","113.46","",""
"69155","59253","32655","4","349.17","11.71","63.87","113.49","",""
"68888","59253","32655","4","351.30","11.63","64.60","113.66","",""
"68888","59751","32655","4","349.92","11.64","64.56","113.81","",""
"68888","59751","32493","4","348.69","11.62","64.62","113.90","",""
"68888","59751","32493","4","348.47","11.65","64.65","113.93","",""
"68547","59751","32493","4","348.71","11.58","64.49","114.10","",""
"68547","59246","32493","4","348.63","12.11","64.53","114.24","",""
"68547","59246","31833","4","348.55","11.40","64.64","114.34","",""
"68547","59246","31833","4","348.69","11.23","64.65","114.36","",""
"69009","59246","31833","4","346.52","11.54","65.10","114.53","",""
"69009","59947","31833","4","347.80","11.49","65.46","114.68","",""
"69009","59947","32427","4","348.08","11.35","65.49","114.78","",""
"69009","59947","32427","4","348.06","11.20","65.47","114.80","",""
"69145","59947","32427","4","348.56","11.54","65.42","114.97","",""
"69145","59241","32427","4","348.59","11.18","65.41","115.12","",""
"69145","59241","32483","4","348.12","11.60","65.24","115.22","",""
"69145","59241","32483","4","347.73","11.67","65.23","115.24","",""
"69040","59241","32483","4","348.06","11.48","65.21","115.41","",""
"69040","59254","32483","4","347.52","11.81","65.08","115.56","",""
"69040","59254","32566","4","347.31","11.84","65.06","115.66","",""
"69040","59254","32566","4","347.19","11.91","65.07","115.68","",""
"68977","59254","32566","4","347.16","12.01","65.24","115.85","",""
"68977","59261","32566","4","347.94","11.33","65.55","116.00","",""
"68977","59261","32702","4","347.56","11.81","65.34","116.10","",""
"68977","59261","32702","4","347.47","11.84","65.32","116.12","",""
"68823","59261","32702","4","347.55","12.05","65.38","116.29","",""
"68823","59788","32702","4","346.73","12.80","65.10","116.44","",""
"68823","59788","33328","4","346.39","13.04","65.17","116.54","",""
"68823","59788","33328","4","346.60","13.07","65.21","116.56","",""
"68302","59788","33328","4","347.83","12.38","65.44","116.73","",""
"68302","59172","33328","4","349.26","11.83","65.26","116.88","",""
"68302","59172","33216","4","350.05","11.25","65.07","116.98","",""
"68302","59172","33216","4","349.52","11.34","65.01","117.00","",""
"68425","59172","33216","4","349.96","11.51","65.32","117.17","",""
"68425","59157","33216","4","349.67","11.41","65.41","117.32","",""
"68425","59157","32978","4","349.24","12.40","65.45","117.42","",""
"68425","59157","32978","4","349.23","12.50","65.48","117.44","",""
"68610","59157","32978","4","348.68","12.70","65.38","117.61","",""
"68610","59155","32978","4","348.67","12.39","65.59","117.76","",""
"68610","59155","32939","4","348.62","12.74","65.55","117.85","",""
"68610","59155","32939","4","348.49","12.96","65.56","117.88","",""
"68683","59155","32939","4","348.42","13.40","65.85","118.05","",""
"68683","59207","32939","4","348.55","13.44","66.07","118.20","",""
"68683","59207","32638","4","348.65","13.57","66.11","118.29","",""
"68683","59207","32638","4","348.57","13.62","66.19","118.32","",""
"68375","59207","32638","4","348.03","13.65","66.36","118.49","",""
"68375","59784","32638","4","347.59","13.68","66.46","118.64","",""
"68375","59784","32753","4","347.73","13.68","66.57","118.73","",""
"68375","59784","32753","4","347.91","13.70","66.59","118.76","",""
"68237","59784","32753","4","347.98","13.56","66.77","118.93","",""
"68237","59289","32753","4","347.89","13.59","66.81","119.08","",""
"68237","59289","32602","4","348.03","13.64","66.93","119.17","",""
"68237","59289","32602","4","348.15","13.68","66.95","119.20","",""
"68919","59289","32602","4","347.79","13.87","66.96","119.37","",""
"68919","59298","32602","4","347.83","14.18","66.92","119.52","",""
"68919","59298","32737","4","347.84","14.05","67.04","119.61","",""
"68919","59298","32737","4","347.84","13.98","67.08","119.64","",""
"68799","59298","32737","4","347.91","14.32","67.06","119.81","",""
"68799","59789","32737","4","347.99","14.01","67.15","119.96","",""
"68799","59789","32921","4","347.88","14.01","67.22","120.05","",""
"68799","59789","32921","4","347.74","13.99","67.23","120.08","",""
"68674","59789","32921","4","347.92","14.13","67.20","120.25","",""
"68674","59193","32921","4","347.62","13.94","67.27","120.39","",""
"68674","59193","32725","4","347.73","13.98","67.37","120.49","",""
"68674","59193","32725","4","347.66","13.89","67.41","120.52","",""
"68324","59193","32725","4","347.69","13.93","67.54","120.68","",""
"68324","59771","32725","4","347.77","13.90","67.75","120.83","",""
"68324","59771","32815","4","347.77","13.96","67.84","120.93","",""
"68324","59771","32815","4","347.88","14.10","67.88","120.96","",""
"68785","59771","32815","4","347.67","14.39","67.96","121.12","",""
"68785","59226","32815","4","348.36","13.75","68.12","121.27","",""
"68785","59226","33373","4","348.67","13.61","68.29","121.37","",""
"68785","59226","33373","4","348.64","13.42","68.33","121.40","",""
"71663","59226","33373","4","346.95","15.24","68.16","121.57","",""
"71663","60222","33373","4","345.93","16.86","68.81","121.72","",""
"71663","60222","32429","4","347.27","16.00","68.49","121.82","",""
"71663","60222","32429","4","346.87","15.43","68.24","121.84","",""
"68161","60222","32429","4","343.63","15.88","66.49","122.01","",""
"68161","60325","32429","4","349.21","16.03","65.80","122.16","",""
"68161","60325","34832","4","347.40","15.71","64.10","122.26","",""
"68161","60325","34832","4","346.49","15.37","63.94","122.29","",""
"70743","60325","34832","4","348.90","12.96","64.48","122.46","",""
"70743","60048","34832","4","349.99","12.93","64.42","122.61","",""
"70743","60048","45180","4","348.77","9.50","60.90","122.73","",""
"70743","60048","45180","4","349.04","11.23","60.01","122.76","",""
"70199","60048","45180","4","344.09","11.82","53.12","122.93","",""
"70199","60308","45180","4","345.04","14.78","47.04","123.08","",""
"70199","60308","45580","4","344.81","12.55","40.76","123.20","",""
"70199","60308","45580","4","345.75","12.02","39.40","123.23","",""
"69836","60308","45580","4","342.95","14.02","27.64","123.40","",""
"69836","60024","45580","4","335.18","13.40","19.18","123.55","",""
"69836","60024","44552","4","335.13","13.36","13.53","123.67","",""
"69836","60024","44552","4","335.44","14.25","12.37","123.69","",""
"70774","60024","44552","4","326.20","19.75","10.64","123.87","",""
"70774","60329","44552","4","331.65","23.35","12.83","124.02","",""
"70774","60329","43221","4","332.40","25.71","13.32","124.13","",""
"70774","60329","43221","4","332.24","25.40","13.36","124.16","",""
"67758","60329","43221","4","319.26","31.23","14.83","124.33","",""
"67758","59729","43221","4","310.62","36.18","17.77","124.48","",""
"67758","59729","43065","4","300.78","43.31","21.31","124.59","",""
"67758","59729","43065","4","299.51","43.07","22.06","124.62","",""
"67953","59729","43065","4","269.27","59.20","26.31","124.79","",""
"67953","59728","43065","4","254.74","83.68","24.37","124.94","",""
"67953","59728","46345","4","261.76","93.87","22.81","125.06","",""
"67953","59728","46345","4","263.44","98.05","22.61","125.09","",""
"69762","59728","46345","4","268.44","103.93","24.19","125.26","",""
"69762","59759","46345","4","270.88","106.90","25.15","125.41","",""
"69762","59759","48734","4","272.42","109.72","25.00","125.53","",""
"69762","59759","48734","4","270.20","110.29","25.00","125.56","",""
"81260","59759","48734","4","271.13","108.48","24.62","125.76","",""
"81260","64751","48734","4","270.51","112.15","24.50","125.92","",""
"81260","64751","46312","4","268.34","113.60","24.67","126.04","",""
"81260","64751","46312","4","266.19","114.13","24.73","126.06","",""
"88580","64751","46312","4","266.27","115.76","24.96","126.27","",""
"88580","65611","46312","4","265.66","116.33","25.33","126.44","",""
"88580","65611","48005","4","264.88","114.64","25.60","126.56","",""
"88580","65611","48005","4","263.80","114.67","25.60","126.59","",""
"82653","65611","48005","4","263.43","114.44","25.55","126.79","",""
"82653","64517","48005","4","263.46","112.72","26.18","126.95","",""
"82653","64517","47083","4","263.73","112.09","26.32","127.07","",""
"82653","64517","47083","4","263.35","111.88","26.33","127.10","",""
"82832","64517","47083","4","263.49","111.24","26.42","127.29","",""
"82832","68508","47083","4","263.99","110.05","26.72","127.46","",""
"82832","68508","48668","4","263.14","110.18","26.64","127.59","",""
"82832","68508","48668","4","263.37","109.25","26.65","127.62","",""
"82767","68508","48668","4","264.44","108.88","26.66","127.81","",""
"82767","64949","48668","4","264.07","107.13","26.76","127.97","",""
"82767","64949","44983","4","263.84","107.68","26.86","128.09","",""
"82767","64949","44983","4","264.09","106.33","26.90","128.12","",""
"80955","64949","44983","4","263.93","105.99","26.75","128.31","",""
"80955","67879","44983","4","264.36","104.75","26.73","128.48","",""
"80955","67879","48030","4","264.05","105.08","26.62","128.61","",""
"80955","67879","48030","4","264.17","104.73","26.59","128.63","",""
"88807","67879","48030","4","264.18","103.85","26.31","128.84","",""
"88807","68696","48030","4","264.95","103.66","26.63","129.01","",""
"88807","68696","46313","4","264.57","104.65","26.55","129.13","",""
"88807","68696","46313","4","264.48","104.78","26.51","129.16","",""
"83822","68696","46313","4","265.07","103.50","26.81","129.36","",""
"83822","69184","46313","4","265.47","101.77","26.74","129.53","",""
"83822","69184","44922","4","265.29","100.82","26.41","129.65","",""
"83822","69184","44922","4","265.05","101.50","26.31","129.68","",""
"82162","69184","44922","4","264.83","103.12","26.09","129.87","",""
"82162","67913","44922","4","264.31","103.61","26.20","130.04","",""
"82162","67913","48785","4","263.79","105.06","25.82","130.17","",""
"82162","67913","48785","4","264.14","104.61","25.71","130.19","",""
"81989","67913","48785","4","264.02","104.56","25.38","130.39","",""
"81989","65624","48785","4","265.11","102.75","25.21","130.55","",""
"81989","65624","47991","4","265.53","102.85","24.60","130.68","",""
"81989","65624","47991","4","265.69","102.37","24.51","130.70","",""
"81608","65624","47991","4","265.62","101.02","24.67","130.90","",""
"81608","65672","47991","4","265.59","100.69","25.00","131.06","",""
"81608","65672","47065","4","265.51","100.25","25.18","131.18","",""
"81608","65672","47065","4","265.66","99.84","25.23","131.21","",""
"78487","65672","47065","4","265.73","100.86","25.10","131.40","",""
"78487","68703","47065","4","265.02","101.24","25.15","131.57","",""
"78487","68703","44953","4","264.93","101.42","25.21","131.69","",""
"78487","68703","44953","4","264.81","102.26","25.25","131.71","",""
"85762","68703","44953","4","261.92","111.30","24.71","131.92","",""
"85762","69225","44953","4","262.63","120.87","24.65","132.09","",""
"85762","69225","46324","4","264.11","124.76","26.60","132.21","",""
"85762","69225","46324","4","263.13","123.94","26.90","132.24","",""
"68968","69225","46324","4","268.41","133.23","28.07","132.41","",""
"68968","69547","46324","4","269.85","127.08","26.45","132.58","",""
"68968","69547","48488","4","268.47","124.01","25.26","132.70","",""
"68968","69547","48488","4","267.82","117.36","24.93","132.73","",""
"68264","69547","48488","4","267.00","115.45","23.19","132.90","",""
"68264","68985","48488","4","261.69","102.39","20.92","133.07","",""
"68264","68985","43978","4","260.91","97.30","20.79","133.18","",""
"68264","68985","43978","4","261.97","96.66","20.81","133.21","",""
"67975","68985","43978","4","260.79","83.56","20.20","133.38","",""
"67975","68526","43978","4","263.85","66.10","20.21","133.54","",""
"67975","68526","42941","4","263.25","68.10","20.48","133.66","",""
"67975","68526","42941","4","259.69","86.19","20.52","133.69","",""
"68279","68526","42941","4","262.01","94.08","21.71","133.85","",""
"68279","69276","42941","4","264.16","102.95","23.06","134.02","",""
"68279","69276","43006","4","267.55","101.46","23.93","134.14","",""
"68279","69276","43006","4","268.84","98.11","24.04","134.17","",""
"68695","69276","43006","4","270.73","103.50","24.89","134.34","",""
"68695","68725","43006","4","273.07","106.19","25.51","134.50","",""
"68695","68725","42872","4","275.15","101.32","26.44","134.62","",""
"68695","68725","42872","4","275.85","94.45","26.62","134.65","",""
"68242","68725","42872","4","274.78","81.21","26.36","134.81","",""
"68242","69275","42872","4","273.98","69.11","25.46","134.98","",""
"68242","69275","43025","4","272.99","63.23","24.53","135.10","",""
"68242","69275","43025","4","272.47","66.74","24.30","135.13","",""
"73092","69275","43025","4","267.32","63.34","22.74","135.30","",""
"73092","68613","43025","4","266.48","59.63","21.97","135.47","",""
"73092","68613","43970","4","265.71","61.88","20.84","135.59","",""
"73092","68613","43970","4","267.45","65.84","20.77","135.62","",""
"88115","68613","43970","4","267.58","66.22","20.08","135.82","",""
"88115","67897","43970","4","268.61","72.54","19.32","135.99","",""
"88115","67897","43958","4","270.26","76.78","19.08","136.11","",""
"88115","67897","43958","4","271.60","77.99","19.12","136.13","",""
"92937","67897","43958","4","269.82","80.48","19.91","136.35","",""
"92937","64528","43958","4","269.66","81.45","19.61","136.51","",""
"92937","64528","43931","4","270.78","86.00","18.90","136.63","",""
"92937","64528","43931","4","271.19","87.30","18.81","136.66","",""
"95468","64528","43931","4","275.02","93.70","18.78","136.88","",""
"95468","65305","43931","4","277.07","94.44","19.01","137.04","",""
"95468","65305","42936","4","278.21","93.41","19.01","137.16","",""
"95468","65305","42936","4","277.84","90.07","19.02","137.18","",""
"92517","65305","42936","4","279.30","92.33","18.70","137.40","",""
"92517","64714","42936","4","279.58","90.25","18.62","137.56","",""
"92517","64714","42930","4","279.12","89.43","18.67","137.68","",""
"92517","64714","42930","4","277.48","88.59","18.67","137.70","",""
"96603","64714","42930","4","276.42","89.52","19.07","137.93","",""
"96603","64705","42930","4","275.96","88.22","19.26","138.09","",""
"96603","64705","44550","4","275.62","86.24","19.10","138.21","",""
"96603","64705","44550","4","275.39","84.69","19.05","138.23","",""
"91768","64705","44550","4","275.07","82.35","19.18","138.45","",""
"91768","68030","44550","4","275.26","80.46","19.17","138.62","",""
"91768","68030","43794","4","274.42","80.27","19.35","138.73","",""
"91768","68030","43794","4","274.42","80.10","19.40","138.76","",""
"92615","68030","43794","4","274.58","80.38","19.58","138.98","",""
"92615","63707","43794","4","274.98","80.22","19.58","139.14","",""
"92615","63707","44128","4","274.95","80.33","19.67","139.25","",""
"92615","63707","44128","4","274.84","80.44","19.69","139.28","",""
"92269","63707","44128","4","274.06","80.83","19.58","139.50","",""
"92269","64927","44128","4","273.88","81.58","19.88","139.66","",""
"92269","64927","42895","4","273.85","81.08","20.00","139.77","",""
"92269","64927","42895","4","274.13","80.59","20.01","139.80","",""
"92331","64927","42895","4","273.41","78.32","19.97","140.02","",""
"92331","64390","42895","4","274.60","77.48","19.33","140.18","",""
"92331","64390","43559","4","274.55","76.73","19.51","140.29","",""
"92331","64390","43559","4","274.58","77.18","19.49","140.32","",""
"92455","64390","43559","4","275.37","77.53","19.78","140.54","",""
"92455","59989","43559","4","274.95","77.42","19.89","140.69","",""
"92455","59989","44142","4","274.74","77.38","19.76","140.81","",""
"92455","59989","44142","4","274.88","77.60","19.73","140.83","",""
"90130","59989","44142","4","274.54","76.51","19.79","141.04","",""
"90130","64162","44142","4","275.32","73.77","19.67","141.20","",""
"90130","64162","44890","4","275.51","73.60","19.46","141.32","",""
"90130","64162","44890","4","275.71","74.17","19.41","141.35","",""
"87137","64162","44890","4","275.29","67.81","20.97","141.56","",""
"87137","59209","44890","4","275.90","66.07","22.01","141.70","",""
"87137","59209","43782","4","276.97","65.88","22.60","141.82","",""
"87137","59209","43782","4","277.61","66.18","22.68","141.85","",""
"71907","59209","43782","4","277.94","66.18","22.49","142.02","",""
"71907","64664","43782","4","278.52","67.97","22.89","142.18","",""
"71907","64664","43737","4","279.24","67.40","23.03","142.30","",""
"71907","64664","43737","4","279.14","67.40","23.09","142.33","",""
"81190","64664","43737","4","282.68","66.62","23.21","142.52","",""
"81190","64411","43737","4","283.99","66.18","22.75","142.68","",""
"81190","64411","40704","4","282.72","64.03","22.84","142.79","",""
"81190","64411","40704","4","281.89","63.39","22.92","142.82","",""
"81363","64411","40704","4","282.56","63.44","23.40","143.01","",""
"81363","67989","40704","4","283.29","58.34","22.53","143.18","",""
"81363","67989","40391","4","282.60","57.67","23.10","143.29","",""
"81363","67989","40391","4","282.09","57.90","23.23","143.32","",""
"81372","67989","40391","4","281.01","56.85","23.43","143.51","",""
"81372","68571","40391","4","280.50","58.97","23.14","143.68","",""
"81372","68571","43966","4","279.99","62.64","23.39","143.80","",""
"81372","68571","43966","4","279.65","64.08","23.49","143.82","",""
"82049","68571","43966","4","280.70","66.70","22.76","144.02","",""
"82049","64104","43966","4","279.97","72.41","22.33","144.18","",""
"82049","64104","44185","4","278.38","79.06","22.60","144.30","",""
"82049","64104","44185","4","278.37","78.02","22.61","144.32","",""
"82436","64104","44185","4","283.55","82.46","24.21","144.52","",""
"82436","64117","44185","4","285.69","79.77","21.32","144.68","",""
"82436","64117","48173","4","286.33","73.23","21.38","144.81","",""
"82436","64117","48173","4","284.88","71.11","21.44","144.83","",""
"78465","64117","48173","4","286.02","66.42","22.88","145.02","",""
"78465","63582","48173","4","299.13","59.31","24.87","145.18","",""
"78465","63582","44418","4","304.93","51.99","26.47","145.30","",""
"78465","63582","44418","4","304.08","48.41","26.88","145.32","",""
"70976","63582","44418","4","321.55","33.44","32.45","145.50","",""
"70976","64460","44418","4","335.46","17.55","39.88","145.66","",""
"70976","64460","41272","4","342.93","9.49","43.19","145.77","",""
"70976","64460","41272","4","341.48","7.71","43.85","145.80","",""
"70039","64460","41272","4","340.85","2.26","47.49","145.97","",""
"70039","60056","41272","4","344.25","-0.28","51.39","146.12","",""
"70039","60056","40102","4","340.69","-1.25","53.20","146.23","",""
"70039","60056","40102","4","339.71","-0.69","53.62","146.25","",""
"70695","60056","40102","4","361.34","-10.62","60.20","146.43","",""
"70695","60003","40102","4","268.93","97.41","64.75","146.58","",""
"70695","60003","33412","4","202.31","183.98","67.47","146.67","",""
"70695","60003","33412","4","155.32","231.14","68.14","146.70","",""
"68739","60003","33412","4","88.44","301.65","71.20","146.87","",""
"68739","59209","33412","4","49.42","237.93","74.34","147.02","",""
"68739","59209","31276","4","14.76","285.91","75.26","147.11","",""
"68739","59209","31276","4","13.54","219.82","75.70","147.14","",""
"80294","59209","31276","4","-45.06","274.43","77.07","147.33","",""
"80294","64350","31276","4","-59.70","319.34","79.38","147.49","",""
"80294","64350","30578","4","-53.22","234.18","80.57","147.58","",""
"80294","64350","30578","4","-36.83","176.68","80.81","147.60","",""
"80134","64350","30578","4","-52.91","122.54","86.71","147.80","",""
"80134","69249","30578","4","-37.80","72.76","86.56","147.97","",""
"80134","69249","31018","4","-28.58","44.99","87.47","148.06","",""
"80134","69249","31018","4","-13.53","32.67","87.60","148.08","",""
"75393","69249","31018","4","-12.73","4.35","87.26","148.27","",""
"75393","60297","31018","4","-6.18","-11.38","88.69","148.42","",""
"75393","60297","31577","4","3.45","-15.37","88.28","148.51","",""
"75393","60297","31577","4","10.57","-12.27","88.20","148.54","",""
"69795","60297","31577","4","14.25","-23.86","88.47","148.71","",""
"69795","59275","31577","4","20.02","-26.81","88.93","148.86","",""
"69795","59275","31950","4","24.33","-23.70","88.98","148.95","",""
"69795","59275","31950","4","26.68","-17.61","88.97","148.97","",""
"69814","59275","31950","4","36.57","-20.59","89.06","149.15","",""
"69814","59233","31950","4","40.27","-18.81","89.67","149.29","",""
"69814","59233","31815","4","41.07","-14.13","89.79","149.39","",""
"69814","59233","31815","4","41.15","-9.06","89.81","149.41","",""
"73703","59233","31815","4","40.97","-9.07","90.08","149.59","",""
"73703","60113","31815","4","42.32","-6.59","90.27","149.74","",""
"73703","60113","31105","4","41.92","-3.58","90.37","149.83","",""
"73703","60113","31105","4","41.39","-0.94","90.38","149.86","",""
"70443","60113","31105","4","42.69","1.68","91.21","150.03","",""
"70443","64702","31105","4","44.59","4.67","91.62","150.19","",""
"70443","64702","31952","4","42.76","6.24","92.00","150.29","",""
"70443","64702","31952","4","41.41","7.09","92.12","150.31","",""
"73574","64702","31952","4","38.93","9.36","92.47","150.49","",""
"73574","69280","31952","4","41.40","10.69","92.29","150.66","",""
"73574","69280","31650","4","42.23","10.50","92.45","150.75","",""
"73574","69280","31650","4","43.18","10.57","92.46","150.78","",""
"70971","69280","31650","4","45.86","8.30","93.33","150.95","",""
"70971","68794","31650","4","47.41","7.72","94.16","151.12","",""
"70971","68794","31099","4","47.43","8.12","94.81","151.21","",""
"70971","68794","31099","4","47.66","8.39","94.94","151.24","",""
"79693","68794","31099","4","46.35","10.48","94.94","151.43","",""
"79693","69193","31099","4","41.31","11.71","95.39","151.60","",""
"79693","69193","31637","4","43.60","11.84","95.21","151.69","",""
"79693","69193","31637","4","43.88","11.27","95.21","151.72","",""
"74706","69193","31637","4","38.35","12.44","95.39","151.90","",""
"74706","60953","31637","4","28.15","12.83","95.92","152.05","",""
"74706","60953","32450","4","30.83","12.88","95.80","152.15","",""
"74706","60953","32450","4","32.12","12.21","95.83","152.17","",""
"68839","60953","32450","4","27.88","15.87","96.45","152.34","",""
"68839","59280","32450","4","21.51","17.87","96.49","152.49","",""
"68839","59280","33031","4","25.79","17.20","96.11","152.59","",""
"68839","59280","33031","4","26.81","16.65","96.05","152.61","",""
"68745","59280","33031","4","25.58","16.55","95.86","152.78","",""
"68745","59252","33031","4","24.41","16.23","96.31","152.93","",""
"68745","59252","35579","4","23.44","16.83","96.16","153.03","",""
"68745","59252","35579","4","22.51","16.80","96.16","153.06","",""
"69592","59252","35579","4","-1.63","18.16","95.76","153.23","",""
"69592","60400","35579","4","-17.83","17.25","93.22","153.38","",""
"69592","60400","39864","4","-12.20","12.83","90.41","153.49","",""
"69592","60400","39864","4","81.74","12.52","89.94","153.51","",""
"70540","60400","39864","4","150.00","-28.18","94.78","153.69","",""
"70540","60317","39864","4","231.16","64.16","100.54","153.84","",""
"70540","60317","38319","4","293.83","136.11","104.29","153.94","",""
"70540","60317","38319","4","308.44","181.84","105.26","153.97","",""
"68505","60317","38319","4","358.83","241.97","109.48","154.14","",""
"68505","58083","38319","4","358.83","241.97","113.96","154.28","",""
"68505","58083","34542","4","358.83","241.97","115.37","154.38","",""
"68505","58083","34542","4","358.83","241.97","115.92","154.41","",""
"59090","58083","34542","4","358.83","241.97","116.31","154.56","",""
"59090","51119","34542","4","358.83","241.97","116.02","154.69","",""
"59090","51119","33636","4","358.83","241.97","116.29","154.78","",""
"59090","51119","33636","4","358.83","241.97","116.27","154.81","",""
"61974","51119","33636","4","358.83","241.97","117.00","154.97","",""
"61974","54370","33636","4","358.83","241.97","117.36","155.10","",""
"61974","54370","34149","4","358.83","241.97","117.66","155.20","",""
"61974","54370","34149","4","358.83","241.97","117.60","155.23","",""
"59034","54370","34149","4","358.83","241.97","117.91","155.37","",""
"59034","51568","34149","4","358.83","241.97","118.28","155.51","",""
"59034","51568","32995","4","358.83","241.97","118.85","155.60","",""
