A,B,C,G,,,,,,,,,
47465,37343,46346,0,352.38,326.32,-332.09,55.50,,,,,
47465,37343,45824,0,352.38,326.32,-334.65,55.62,,,,,
47465,37343,45824,0,352.38,326.32,-334.83,55.65,,,,,
46989,37343,45824,0,352.38,326.32,-334.82,55.77,,,,,
46989,37598,45824,0,352.38,326.32,-336.80,55.88,,,,,
46989,37598,46440,0,352.38,326.32,-333.45,56.00,,,,,
46989,37598,46440,0,352.38,326.32,-332.64,56.03,,,,,
45642,37598,46440,0,352.38,326.32,-332.88,56.15,,,,,
45642,37110,46440,0,352.38,326.32,-330.62,56.25,,,,,
45642,37110,48463,0,352.38,326.32,-331.89,56.38,,,,,
45642,37110,48463,0,352.38,326.32,-331.95,56.40,,,,,
45525,37110,48463,0,352.38,326.32,-331.27,56.52,,,,,
45525,37124,48463,0,352.38,326.32,-330.14,56.63,,,,,
45525,37124,49284,0,352.38,326.32,-328.06,56.76,,,,,
45525,37124,49284,0,352.38,326.32,-327.64,56.78,,,,,
45455,37124,49284,0,352.38,326.32,-320.96,56.90,,,,,
45455,37105,49284,0,352.38,326.32,-312.41,57.01,,,,,
45455,37105,47858,0,353.42,307.85,-300.97,57.13,,,,,
45455,37105,47858,0,352.27,307.80,-298.53,57.16,,,,,
45725,37105,47858,0,344.70,301.07,-289.28,57.28,,,,,
45725,36717,47858,0,247.62,301.83,-280.02,57.39,,,,,
45725,36717,45044,0,157.86,309.80,-268.93,57.51,,,,,
45725,36717,45044,0,115.91,312.27,-266.98,57.53,,,,,
47103,36717,45044,0,49.07,319.41,-258.96,57.66,,,,,
47103,36517,45044,0,86.64,334.08,-250.54,57.76,,,,,
47103,36517,44076,0,127.76,340.88,-247.34,57.88,,,,,
47103,36517,44076,0,174.86,337.73,-246.40,57.91,,,,,
48182,36517,44076,0,196.22,337.93,-237.84,58.03,,,,,
48182,37056,44076,0,215.35,331.92,-228.94,58.14,,,,,
48182,37056,44320,0,247.15,317.12,-220.67,58.26,,,,,
48182,37056,44320,0,265.43,307.71,-219.83,58.28,,,,,
47520,37056,44320,0,289.28,291.45,-216.64,58.41,,,,,
47520,38976,44320,0,310.76,284.31,-215.12,58.52,,,,,
47520,38976,44045,0,329.28,278.96,-213.97,58.64,,,,,
47520,38976,44045,0,324.22,277.55,-213.91,58.66,,,,,
46762,38976,44045,0,337.90,276.71,-213.18,58.79,,,,,
46762,38688,44045,0,341.26,272.47,-212.43,58.89,,,,,
46762,38688,44808,0,345.27,274.16,-213.10,59.01,,,,,
46762,38688,44808,0,336.46,276.15,-213.10,59.04,,,,,
46876,38688,44808,0,338.56,277.20,-213.14,59.17,,,,,
46876,38602,44808,0,337.90,277.88,-212.92,59.27,,,,,
46876,38602,44582,0,340.49,286.58,-213.51,59.39,,,,,
46876,38602,44582,0,334.51,287.28,-213.54,59.42,,,,,
47718,38602,44582,0,337.47,293.50,-213.37,59.55,,,,,
47718,37193,44582,0,344.71,304.90,-214.04,59.65,,,,,
47718,37193,46188,0,350.41,319.61,-213.04,59.77,,,,,
47718,37193,46188,0,347.12,319.85,-213.40,59.80,,,,,
48392,37193,46188,0,351.33,348.91,-217.80,59.93,,,,,
48392,38489,46188,0,352.21,364.60,-223.37,60.04,,,,,
48392,38489,44144,0,354.81,283.14,-228.14,60.15,,,,,
48392,38489,44144,0,352.40,218.66,-229.09,60.18,,,,,
50470,38489,44144,0,357.39,163.79,-236.15,60.31,,,,,
50470,39442,44144,0,359.81,119.09,-242.98,60.42,,,,,
50470,39442,43962,0,359.81,119.09,-246.27,60.54,,,,,
50470,39442,43962,0,359.29,76.92,-246.75,60.57,,,,,
55950,39442,43962,0,359.23,32.75,-248.17,60.71,,,,,
55950,41353,43962,0,359.48,3.04,-249.58,60.82,,,,,
55950,41353,43711,0,358.37,-18.51,-250.27,60.94,,,,,
55950,41353,43711,0,357.31,-9.74,-250.35,60.97,,,,,
56343,41353,43711,0,356.66,-31.62,-250.94,61.11,,,,,
56343,41011,43711,0,355.08,-36.43,-250.15,61.22,,,,,
56343,41011,43608,0,352.07,-41.82,-249.74,61.34,,,,,
56343,41011,43608,0,351.38,-27.62,-249.56,61.37,,,,,
56505,41011,43608,0,340.26,-53.52,-245.42,61.51,,,,,
56505,41461,43608,0,335.72,-59.72,-242.67,61.62,,,,,
56505,41461,43308,0,333.06,-63.22,-238.72,61.74,,,,,
56505,41461,43308,0,333.95,-50.89,-237.99,61.77,,,,,
53815,41461,43308,0,335.45,13.95,-237.00,61.91,,,,,
53815,38593,43308,0,333.04,97.12,-233.61,62.01,,,,,
53815,38593,44758,0,327.30,172.20,-232.63,62.13,,,,,
53815,38593,44758,0,325.24,213.77,-231.99,62.16,,,,,
48068,38593,44758,0,315.68,263.28,-229.76,62.29,,,,,
48068,38875,44758,0,305.95,299.16,-228.18,62.40,,,,,
48068,38875,44327,0,303.62,324.80,-226.22,62.51,,,,,
48068,38875,44327,0,303.44,322.12,-225.84,62.54,,,,,
48079,38875,44327,0,303.33,345.02,-225.23,62.67,,,,,
48079,39639,44327,0,300.21,353.95,-224.11,62.78,,,,,
48079,39639,44750,0,298.72,359.58,-223.69,62.90,,,,,
48079,39639,44750,0,298.10,346.03,-223.42,62.92,,,,,
48015,39639,44750,0,294.89,350.67,-222.62,63.05,,,,,
48015,39691,44750,0,294.69,350.95,-222.21,63.16,,,,,
48015,39691,44517,0,293.48,346.63,-222.18,63.28,,,,,
48015,39691,44517,0,292.66,332.90,-222.02,63.31,,,,,
48112,39691,44517,0,288.36,327.78,-221.90,63.43,,,,,
48112,40968,44517,0,289.54,325.60,-221.82,63.55,,,,,
48112,40968,44473,0,287.48,321.67,-222.03,63.67,,,,,
48112,40968,44473,0,288.29,313.81,-222.07,63.69,,,,,
47796,40968,44473,0,290.47,326.57,-223.30,63.82,,,,,
47796,40617,44473,0,293.72,321.29,-223.66,63.93,,,,,
47796,40617,44047,0,299.33,332.42,-226.46,64.05,,,,,
47796,40617,44047,0,302.29,325.18,-226.71,64.08,,,,,
48177,40617,44047,0,309.24,323.10,-227.62,64.20,,,,,
48177,38315,44047,0,316.69,335.50,-230.29,64.31,,,,,
48177,38315,43437,0,324.24,352.64,-234.86,64.43,,,,,
48177,38315,43437,0,325.96,348.25,-235.44,64.45,,,,,
49740,38315,43437,0,332.86,352.20,-237.99,64.58,,,,,
49740,37909,43437,0,341.46,360.65,-240.24,64.69,,,,,
49740,37909,44561,0,341.61,285.24,-243.65,64.81,,,,,
49740,37909,44561,0,342.56,219.11,-244.51,64.84,,,,,
50116,37909,44561,0,351.83,169.75,-250.29,64.97,,,,,
50116,39136,44561,0,356.62,114.50,-254.73,65.08,,,,,
50116,39136,43342,0,359.05,66.94,-258.60,65.19,,,,,
50116,39136,43342,0,359.51,56.57,-259.41,65.22,,,,,
57236,39136,43342,0,270.48,26.95,-262.54,65.37,,,,,
57236,41409,43342,0,186.84,5.53,-264.18,65.48,,,,,
57236,41409,43103,0,117.90,-8.67,-265.65,65.60,,,,,
57236,41409,43103,0,87.70,2.33,-266.36,65.62,,,,,
61042,41409,43103,0,33.93,-15.75,-268.15,65.78,,,,,
61042,43194,43103,0,8.25,-10.93,-270.27,65.89,,,,,
61042,43194,43786,0,-11.88,-6.60,-270.50,66.01,,,,,
61042,43194,43786,0,-7.77,8.88,-270.52,66.04,,,,,
61042,43194,43786,0,-33.89,-0.08,-268.53,66.19,,,,,
61042,45793,43786,0,-46.91,-10.96,-268.27,66.31,,,,,
61042,45793,43366,0,-57.49,-24.53,-264.56,66.43,,,,,
61042,45793,43366,0,-47.29,-11.11,-263.86,66.46,,,,,
55967,45793,43366,0,32.06,-29.12,-254.39,66.60,,,,,
55967,47665,43366,0,112.52,-37.71,-249.94,66.72,,,,,
55967,47665,42653,0,180.31,-41.91,-245.54,66.84,,,,,
55967,47665,42653,0,220.43,-33.95,-244.40,66.87,,,,,
54284,47665,42653,0,263.27,45.97,-237.56,67.01,,,,,
54284,40941,42653,0,297.42,125.96,-233.39,67.12,,,,,
54284,40941,43147,0,321.55,196.73,-230.94,67.24,,,,,
54284,40941,43147,0,324.19,231.31,-230.22,67.26,,,,,
49216,40941,43147,0,343.41,273.68,-227.14,67.39,,,,,
49216,39216,43147,0,359.66,311.20,-226.60,67.50,,,,,
49216,39216,43858,0,359.66,311.20,-227.87,67.62,,,,,
49216,39216,43858,0,359.66,311.20,-228.23,67.64,,,,,
49439,39216,43858,0,359.66,311.20,-229.32,67.77,,,,,
49439,40178,43858,0,359.66,311.20,-231.96,67.88,,,,,
49439,40178,43569,0,359.66,311.20,-239.73,68.00,,,,,
49439,40178,43569,0,359.66,311.20,-241.07,68.02,,,,,
52527,40178,43569,0,359.66,311.20,-254.44,68.16,,,,,
52527,42850,43569,0,359.66,311.20,-265.98,68.28,,,,,
52527,42850,43617,0,359.66,311.20,-278.54,68.39,,,,,
52527,42850,43617,0,359.66,311.20,-281.57,68.42,,,,,
48030,42850,43617,0,359.66,311.20,-295.36,68.54,,,,,
48030,37068,43617,0,359.66,311.20,-307.31,68.65,,,,,
48030,37068,45164,0,359.66,311.20,-315.47,68.77,,,,,
48030,37068,45164,0,359.66,311.20,-316.99,68.79,,,,,
47508,37068,45164,0,359.66,311.20,-321.84,68.92,,,,,
47508,38132,45164,0,359.66,311.20,-325.77,69.03,,,,,
47508,38132,45046,0,359.66,311.20,-330.63,69.15,,,,,
47508,38132,45046,0,359.66,311.20,-331.50,69.17,,,,,
47483,38132,45046,0,359.66,311.20,-335.70,69.30,,,,,
47483,39168,45046,0,359.66,311.20,-336.95,69.40,,,,,
47483,39168,47499,0,359.66,311.20,-335.94,69.53,,,,,
47483,39168,47499,0,359.66,311.20,-335.68,69.56,,,,,
46746,39168,47499,0,359.66,311.20,-335.06,69.68,,,,,
46746,39070,47499,0,359.66,311.20,-333.63,69.79,,,,,
46746,39070,48059,0,359.66,311.20,-327.37,69.91,,,,,
46746,39070,48059,0,359.66,311.20,-326.21,69.94,,,,,
46085,39070,48059,0,359.66,311.20,-320.76,70.06,,,,,
46085,38777,48059,0,314.34,353.55,-316.55,70.17,,,,,
46085,38777,47562,0,321.34,344.32,-308.43,70.29,,,,,
46085,38777,47562,0,328.10,338.66,-306.70,70.32,,,,,
46325,38777,47562,0,245.25,331.12,-298.14,70.44,,,,,
46325,38492,47562,0,266.60,328.19,-293.52,70.55,,,,,
46325,38492,46225,0,277.50,325.39,-283.76,70.67,,,,,
46325,38492,46225,0,294.09,323.22,-281.53,70.70,,,,,
47316,38492,46225,0,213.23,324.46,-274.27,70.83,,,,,
47316,38620,46225,0,228.84,332.29,-265.73,70.93,,,,,
47316,38620,44328,0,238.73,340.62,-258.10,71.05,,,,,
47316,38620,44328,0,258.60,340.44,-256.53,71.08,,,,,
47851,38620,44328,0,256.69,353.20,-249.26,71.21,,,,,
47851,38877,44328,0,259.17,363.55,-243.56,71.31,,,,,
47851,38877,44804,0,259.17,363.55,-239.49,71.43,,,,,
47851,38877,44804,0,259.17,363.55,-238.64,71.46,,,,,
49295,38877,44804,0,291.78,289.94,-238.41,71.59,,,,,
49295,42642,44804,0,297.14,209.84,-242.38,71.71,,,,,
49295,42642,45364,0,303.58,151.15,-244.03,71.83,,,,,
49295,42642,45364,0,303.30,119.39,-244.62,71.85,,,,,
51273,42642,45364,0,312.39,80.52,-246.32,71.99,,,,,
51273,44724,45364,0,316.59,47.32,-249.54,72.11,,,,,
51273,44724,44874,0,318.08,23.93,-250.65,72.23,,,,,
51273,44724,44874,0,309.62,32.61,-251.03,72.25,,,,,
51610,44724,44874,0,310.65,11.44,-251.41,72.39,,,,,
51610,44545,44874,0,309.42,1.29,-251.13,72.51,,,,,
51610,44545,44712,0,307.42,-2.68,-251.07,72.63,,,,,
51610,44545,44712,0,299.95,13.89,-250.96,72.65,,,,,
51403,44545,44712,0,300.99,5.42,-251.60,72.79,,,,,
51403,44406,44712,0,300.40,5.27,-251.72,72.91,,,,,
51403,44406,44724,0,300.23,3.50,-252.25,73.03,,,,,
51403,44406,44724,0,296.99,15.17,-252.44,73.05,,,,,
50385,44406,44724,0,300.12,-1.72,-252.30,73.19,,,,,
50385,44472,44724,0,308.74,-14.28,-255.46,73.30,,,,,
50385,44472,44730,0,343.67,-22.10,-264.54,73.42,,,,,
50385,44472,44730,0,344.50,-13.66,-265.75,73.45,,,,,
51613,44472,44730,0,372.06,-34.35,-280.49,73.59,,,,,
51613,40492,44730,0,372.06,-34.35,-288.95,73.70,,,,,
51613,40492,43650,0,292.03,58.66,-301.90,73.81,,,,,
51613,40492,43650,0,224.18,129.81,-304.53,73.84,,,,,
56678,40492,43650,0,159.45,202.25,-318.49,73.98,,,,,
56678,39776,43650,0,106.85,256.38,-328.26,74.09,,,,,
56678,39776,42415,0,59.31,296.74,-337.36,74.21,,,,,
56678,39776,42415,0,45.35,305.90,-339.33,74.24,,,,,
51993,39776,42415,0,14.10,345.36,-346.92,74.37,,,,,
51993,39708,42415,0,-2.03,365.18,-355.15,74.48,,,,,
51993,39708,44510,0,-2.03,365.18,-363.03,74.60,,,,,
51993,39708,44510,0,-2.03,365.18,-364.36,74.63,,,,,
50564,39708,44510,0,-2.03,365.18,-370.81,74.76,,,,,
50564,38814,44510,0,-2.03,365.18,-373.82,74.86,,,,,
50564,38814,44852,0,-2.03,365.18,-375.01,74.98,,,,,
50564,38814,44852,0,-2.03,365.18,-375.40,75.01,,,,,
49310,38814,44852,0,-2.03,365.18,-375.74,75.14,,,,,
49310,39192,44852,0,-2.03,365.18,-375.87,75.25,,,,,
49310,39192,47274,0,-2.03,365.18,-376.76,75.37,,,,,
49310,39192,47274,0,-2.03,365.18,-377.04,75.40,,,,,
48071,39192,47274,0,-2.03,365.18,-376.61,75.52,,,,,
48071,39254,47274,0,-2.03,365.18,-376.46,75.63,,,,,
48071,39254,48083,0,-2.03,365.18,-375.84,75.76,,,,,
48071,39254,48083,0,-2.03,365.18,-375.61,75.78,,,,,
48342,39254,48083,0,-2.03,365.18,-375.00,75.91,,,,,
48342,39343,48083,0,-2.03,365.18,-374.93,76.02,,,,,
48342,39343,47616,0,-2.03,365.18,-375.29,76.14,,,,,
48342,39343,47616,0,-2.03,365.18,-375.29,76.17,,,,,
47702,39343,47616,0,114.22,356.71,-374.09,76.29,,,,,
47702,39131,47616,0,80.40,349.34,-372.29,76.40,,,,,
47702,39131,47643,0,55.65,344.23,-371.70,76.53,,,,,
47702,39131,47643,0,42.13,337.96,-371.62,76.56,,,,,
47774,39131,47643,0,25.06,332.32,-372.60,76.68,,,,,
47774,39408,47643,0,11.93,327.16,-373.47,76.79,,,,,
47774,39408,48093,0,1.69,322.59,-375.77,76.92,,,,,
47774,39408,48093,0,0.41,320.16,-376.18,76.94,,,,,
48078,39408,48093,0,-10.37,317.13,-374.56,77.07,,,,,
48078,39398,48093,0,-13.86,315.41,-375.19,77.18,,,,,
48078,39398,47893,0,-18.61,314.11,-374.57,77.31,,,,,
48078,39398,47893,0,-15.39,314.65,-374.50,77.33,,,,,
47910,39398,47893,0,-18.45,313.08,-374.57,77.46,,,,,
47910,39442,47893,0,78.03,313.21,-373.82,77.57,,,,,
47910,39442,47748,0,61.48,312.20,-371.71,77.69,,,,,
47910,39442,47748,0,134.52,312.24,-371.02,77.72,,,,,
48186,39442,47748,0,108.50,311.70,-363.60,77.85,,,,,
48186,39490,47748,0,85.84,316.81,-357.38,77.96,,,,,
48186,39490,47200,0,59.49,324.16,-345.55,78.08,,,,,
48186,39490,47200,0,46.02,324.90,-343.26,78.11,,,,,
47740,39490,47200,0,20.23,338.89,-328.64,78.24,,,,,
47740,39073,47200,0,2.54,344.92,-318.75,78.34,,,,,
47740,39073,45135,0,81.53,357.36,-306.71,78.46,,,,,
47740,39073,45135,0,146.97,357.33,-304.53,78.49,,,,,
48963,39073,45135,0,146.97,357.33,-296.21,78.62,,,,,
48963,39733,45135,0,146.97,357.33,-290.79,78.73,,,,,
48963,39733,44610,0,255.62,279.84,-286.98,78.85,,,,,
48963,39733,44610,0,278.97,214.64,-286.32,78.88,,,,,
50943,39733,44610,0,318.77,147.71,-282.49,79.01,,,,,
50943,41138,44610,0,342.22,92.28,-277.60,79.12,,,,,
50943,41138,44458,0,356.27,49.92,-272.38,79.24,,,,,
50943,41138,44458,0,350.80,34.84,-271.19,79.27,,,,,
50432,41138,44458,0,365.51,-0.26,-271.39,79.40,,,,,
50432,43148,44458,0,365.51,-0.26,-273.34,79.51,,,,,
50432,43148,45113,0,365.51,-0.26,-270.56,79.63,,,,,
50432,43148,45113,0,365.51,-0.26,-269.73,79.66,,,,,
51226,43148,45113,0,365.51,-0.26,-265.50,79.79,,,,,
51226,42268,45113,0,365.51,-0.26,-262.29,79.91,,,,,
51226,42268,43462,0,365.51,-0.26,-261.34,80.02,,,,,
51226,42268,43462,0,365.51,-0.26,-261.70,80.05,,,,,
49281,42268,43462,0,365.51,-0.26,-264.61,80.18,,,,,
49281,42759,43462,0,365.51,-0.26,-266.26,80.29,,,,,
49281,42759,44228,0,365.51,-0.26,-266.60,80.41,,,,,
49281,42759,44228,0,365.51,-0.26,-266.64,80.44,,,,,
49642,42759,44228,0,365.51,-0.26,-267.13,80.57,,,,,
49642,41737,44228,0,356.15,-52.59,-267.01,80.68,,,,,
49642,41737,44034,0,347.80,-48.13,-266.60,80.80,,,,,
49642,41737,44034,0,338.03,-35.76,-266.59,80.83,,,,,
49909,41737,44034,0,332.85,-37.30,-266.34,80.96,,,,,
49909,41793,44034,0,326.47,-32.01,-266.42,81.07,,,,,
49909,41793,44200,0,319.19,-24.70,-266.24,81.19,,,,,
49909,41793,44200,0,314.18,-15.84,-266.35,81.22,,,,,
50266,41793,44200,0,312.03,-11.35,-265.94,81.35,,,,,
50266,41904,44200,0,309.94,-6.66,-266.44,81.46,,,,,
50266,41904,44669,0,307.60,-2.40,-266.45,81.58,,,,,
50266,41904,44669,0,305.27,1.72,-266.40,81.61,,,,,
50013,41904,44669,0,302.28,5.60,-267.01,81.74,,,,,
50013,42473,44669,0,299.28,9.42,-266.79,81.85,,,,,
50013,42473,44599,0,296.78,14.75,-267.03,81.97,,,,,
50013,42473,44599,0,296.51,16.90,-267.10,82.00,,,,,
51011,42473,44599,0,289.43,22.74,-267.40,82.13,,,,,
51011,42764,44599,0,282.55,29.40,-266.66,82.25,,,,,
51011,42764,44535,0,279.75,32.58,-266.62,82.37,,,,,
51011,42764,44535,0,282.08,32.64,-267.18,82.39,,,,,
50094,42764,44535,0,286.40,33.44,-267.90,82.53,,,,,
50094,42149,44535,0,286.78,31.82,-268.57,82.64,,,,,
50094,42149,44398,0,286.87,33.80,-269.08,82.76,,,,,
50094,42149,44398,0,287.31,34.59,-269.22,82.79,,,,,
49282,42149,44398,0,285.51,36.40,-269.16,82.92,,,,,
49282,42466,44398,0,289.68,34.22,-270.94,83.03,,,,,
49282,42466,45240,0,302.11,31.31,-272.67,83.15,,,,,
49282,42466,45240,0,303.35,30.65,-272.83,83.18,,,,,
49611,42466,45240,0,321.30,19.10,-277.47,83.31,,,,,
49611,41351,45240,0,337.98,12.43,-281.18,83.42,,,,,
49611,41351,43907,0,351.90,4.51,-286.50,83.54,,,,,
49611,41351,43907,0,351.36,4.68,-287.64,83.57,,,,,
49326,41351,43907,0,357.78,-6.96,-291.76,83.70,,,,,
49326,38855,43907,0,357.87,86.50,-294.50,83.80,,,,,
49326,38855,42671,0,357.87,86.50,-299.17,83.92,,,,,
49326,38855,42671,0,357.87,86.50,-300.26,83.94,,,,,
51538,38855,42671,0,274.09,231.25,-305.48,84.08,,,,,
51538,40538,42671,0,192.36,287.45,-308.94,84.19,,,,,
51538,40538,42139,0,127.20,330.42,-313.05,84.30,,,,,
51538,40538,42139,0,95.45,340.27,-314.06,84.33,,,,,
55393,40538,42139,0,47.87,376.26,-319.33,84.47,,,,,
55393,40522,42139,0,47.87,376.26,-321.82,84.58,,,,,
55393,40522,41354,0,47.87,376.26,-323.55,84.70,,,,,
55393,40522,41354,0,47.87,376.26,-323.81,84.72,,,,,
54072,40522,41354,0,47.87,376.26,-323.92,84.86,,,,,
54072,40424,41354,0,47.87,376.26,-323.62,84.97,,,,,
54072,40424,41919,0,47.87,376.26,-324.10,85.08,,,,,
54072,40424,41919,0,47.87,376.26,-324.20,85.11,,,,,
55455,40424,41919,0,47.87,376.26,-327.67,85.25,,,,,
55455,41178,41919,0,47.87,376.26,-329.63,85.36,,,,,
55455,41178,41642,0,47.87,376.26,-332.27,85.48,,,,,
55455,41178,41642,0,47.87,376.26,-332.82,85.50,,,,,
53576,41178,41642,0,47.87,376.26,-336.94,85.64,,,,,
53576,40241,41642,0,47.87,376.26,-340.18,85.75,,,,,
53576,40241,42140,0,47.87,376.26,-343.39,85.86,,,,,
53576,40241,42140,0,47.87,376.26,-343.99,85.89,,,,,
51969,40241,42140,0,47.87,376.26,-347.34,86.02,,,,,
51969,39392,42140,0,47.87,376.26,-349.62,86.13,,,,,
51969,39392,42292,0,47.87,376.26,-353.85,86.25,,,,,
51969,39392,42292,0,-10.97,350.60,-354.72,86.27,,,,,
50043,39392,42292,0,-11.50,346.91,-356.61,86.40,,,,,
50043,39082,42292,0,-9.21,339.16,-357.26,86.51,,,,,
50043,39082,42665,0,-5.80,330.30,-358.34,86.63,,,,,
50043,39082,42665,0,2.30,324.07,-358.58,86.66,,,,,
49907,39082,42665,0,4.72,317.40,-360.00,86.79,,,,,
49907,39286,42665,0,6.33,312.75,-359.72,86.89,,,,,
49907,39286,42709,0,10.34,308.55,-359.68,87.01,,,,,
49907,39286,42709,0,15.17,306.79,-359.57,87.04,,,,,
49978,39286,42709,0,15.98,305.10,-358.84,87.17,,,,,
49978,39401,42709,0,18.13,306.05,-358.14,87.28,,,,,
49978,39401,42443,0,19.72,304.97,-357.11,87.39,,,,,
49978,39401,42443,0,23.16,304.84,-357.01,87.42,,,,,
45325,38991,46169,1,276.80,19.48,0.95,7.45,,,,,
45824,38991,46169,1,320.35,23.43,1.14,7.57,,,,,
45824,39266,46169,1,349.84,26.30,0.97,7.68,,,,,
45824,39266,46972,1,349.84,26.30,0.82,7.80,,,,,
45824,39266,46972,1,349.84,26.30,0.74,7.83,,,,,
45674,39266,46972,1,349.84,26.30,0.06,7.95,,,,,
45674,38905,46972,1,349.84,26.30,0.16,8.06,,,,,
45674,38905,46994,1,349.84,26.30,0.43,8.18,,,,,
45674,38905,46994,1,349.84,26.30,0.51,8.21,,,,,
45998,38905,46994,1,349.84,26.30,0.48,8.33,,,,,
45998,38852,46994,1,349.84,26.30,0.24,8.43,,,,,
45998,38852,47232,1,349.84,26.30,-0.55,8.56,,,,,
45998,38852,47232,1,349.84,26.30,-0.62,8.58,,,,,
46071,38852,47232,1,349.84,26.30,-0.35,8.71,,,,,
46071,38686,47232,1,349.84,26.30,-0.36,8.81,,,,,
46071,38686,47403,1,349.84,26.30,-0.02,8.94,,,,,
46071,38686,47403,1,349.84,26.30,0.01,8.96,,,,,
46135,38686,47403,1,349.84,26.30,-0.31,9.09,,,,,
46135,38650,47403,1,349.84,26.30,-0.45,9.19,,,,,
46135,38650,47673,1,349.84,26.30,-1.12,9.32,,,,,
46135,38650,47673,1,349.84,26.30,-1.25,9.34,,,,,
46064,38650,47673,1,349.84,26.30,-2.14,9.47,,,,,
46064,38429,47673,1,349.84,26.30,-3.34,9.57,,,,,
46064,38429,47965,1,349.84,26.30,-2.49,9.70,,,,,
46064,38429,47965,1,349.84,26.30,-2.50,9.72,,,,,
46097,38429,47965,1,349.84,26.30,-2.49,9.84,,,,,
46097,38593,47965,1,349.84,26.30,-1.67,9.95,,,,,
46097,38593,47743,1,349.84,26.30,-0.44,10.08,,,,,
46097,38593,47743,1,349.84,26.30,-0.21,10.10,,,,,
46115,38593,47743,1,349.84,26.30,0.31,10.22,,,,,
46115,38669,47743,1,355.87,29.05,1.51,10.33,,,,,
46115,38669,47932,1,349.88,28.98,2.92,10.46,,,,,
46115,38669,47932,1,346.29,28.97,3.12,10.48,,,,,
45770,38669,47932,1,344.39,28.88,3.08,10.61,,,,,
45770,38520,47932,1,344.70,30.93,3.21,10.71,,,,,
45770,38520,47547,1,339.71,26.49,3.86,10.84,,,,,
45770,38520,47547,1,336.90,26.78,4.06,10.87,,,,,
45728,38520,47547,1,337.10,26.31,3.97,10.99,,,,,
45728,38537,47547,1,336.82,28.36,3.62,11.10,,,,,
45728,38537,47637,1,337.14,29.39,3.86,11.22,,,,,
45728,38537,47637,1,336.84,29.19,3.89,11.25,,,,,
45487,38537,47637,1,336.87,28.88,4.13,11.37,,,,,
45487,38641,47637,1,338.06,30.07,3.66,11.48,,,,,
45487,38641,47699,1,337.90,29.45,3.54,11.60,,,,,
45487,38641,47699,1,337.72,29.17,3.50,11.63,,,,,
45656,38641,47699,1,338.67,29.02,2.74,11.75,,,,,
45656,38903,47699,1,338.57,28.65,2.28,11.86,,,,,
45656,38903,47664,1,339.70,30.92,1.44,11.98,,,,,
45656,38903,47664,1,339.67,30.64,1.30,12.01,,,,,
45698,38903,47664,1,338.65,30.31,1.32,12.13,,,,,
45698,38458,47664,1,337.86,29.29,1.65,12.24,,,,,
45698,38458,47932,1,336.03,29.88,2.32,12.37,,,,,
45698,38458,47932,1,335.95,30.07,2.49,12.39,,,,,
45322,38458,47932,1,335.70,29.06,2.41,12.51,,,,,
45322,38715,47932,1,336.09,28.77,2.32,12.62,,,,,
45322,38715,47696,1,336.66,29.36,2.10,12.75,,,,,
45322,38715,47696,1,337.27,29.41,2.07,12.77,,,,,
45232,38715,47696,1,337.40,29.30,1.82,12.90,,,,,
45232,38601,47696,1,337.40,29.40,1.88,13.00,,,,,
45232,38601,47986,1,336.99,28.94,1.95,13.13,,,,,
45232,38601,47986,1,336.92,29.10,1.99,13.16,,,,,
45609,38601,47986,1,337.17,29.40,2.14,13.28,,,,,
45609,38460,47986,1,337.31,30.02,2.12,13.38,,,,,
45609,38460,48392,1,336.86,29.91,2.48,13.51,,,,,
45609,38460,48392,1,337.14,30.06,2.48,13.54,,,,,
46110,38460,48392,1,336.84,29.60,2.48,13.66,,,,,
46110,38594,48392,1,336.81,30.10,2.50,13.77,,,,,
46110,38594,48087,1,333.53,30.67,3.63,13.89,,,,,
46110,38594,48087,1,333.10,30.98,3.69,13.92,,,,,
45742,38594,48087,1,332.95,30.98,4.13,14.04,,,,,
45742,38429,48087,1,332.91,31.01,4.07,14.15,,,,,
45742,38429,47749,1,333.10,31.03,4.02,14.28,,,,,
45742,38429,47749,1,333.15,30.94,4.05,14.30,,,,,
45828,38429,47749,1,332.50,30.98,4.30,14.42,,,,,
45828,38382,47749,1,329.49,32.15,5.34,14.53,,,,,
45828,38382,47674,1,326.62,33.11,6.03,14.66,,,,,
45828,38382,47674,1,326.89,32.65,6.04,14.68,,,,,
45696,38382,47674,1,328.38,32.94,5.96,14.81,,,,,
45696,38273,47674,1,328.48,32.60,6.02,14.91,,,,,
45696,38273,47772,1,326.96,33.74,6.69,15.04,,,,,
45696,38273,47772,1,326.64,33.82,6.78,15.07,,,,,
45777,38273,47772,1,325.98,34.17,7.35,15.19,,,,,
45777,38461,47772,1,322.18,33.43,8.15,15.29,,,,,
45777,38461,47920,1,321.19,33.43,9.46,15.42,,,,,
45777,38461,47920,1,321.44,33.34,9.60,15.45,,,,,
46044,38461,47920,1,319.19,31.91,11.02,15.57,,,,,
46044,38028,47920,1,321.54,32.78,11.24,15.68,,,,,
46044,38028,48021,1,325.14,30.12,10.14,15.80,,,,,
46044,38028,48021,1,325.66,30.27,9.69,15.83,,,,,
45561,38028,48021,1,327.09,26.32,8.23,15.95,,,,,
45561,38189,48021,1,325.97,23.97,7.88,16.06,,,,,
45561,38189,48008,1,330.71,17.90,7.41,16.18,,,,,
